sample_index,true_label,predicted_label,confidence,correct,confidence_band
182,5,5,0.9999991655349731,True,high
183,0,0,1.0,True,high
184,8,8,0.5755142569541931,True,low
185,9,9,0.9993940591812134,True,high
186,2,2,0.9999974966049194,True,high
187,5,5,1.0,True,high
188,0,0,1.0,True,high
189,1,1,0.9998226761817932,True,high
190,1,1,0.9998370409011841,True,high
191,1,1,0.9996688365936279,True,high
192,0,0,1.0,True,high
193,9,9,0.9748095870018005,True,high
194,0,0,0.9999998807907104,True,high
195,3,3,0.9932162165641785,True,high
196,1,1,0.9999998807907104,True,high
197,6,6,1.0,True,high
198,4,4,0.9999998807907104,True,high
199,2,2,0.9995167255401611,True,high
200,3,3,0.999992847442627,True,high
201,6,6,0.9999998807907104,True,high
202,1,1,0.999998927116394,True,high
203,1,1,0.999988317489624,True,high
204,1,1,0.9999994039535522,True,high
205,3,3,0.9999994039535522,True,high
206,9,9,0.99972003698349,True,high
207,5,5,0.9998579025268555,True,high
208,2,2,1.0,True,high
209,9,9,0.9987932443618774,True,high
210,4,4,1.0,True,high
211,5,5,0.9064981341362,True,high
212,9,9,0.9999996423721313,True,high
213,3,3,0.9999949932098389,True,high
214,9,9,0.9998006224632263,True,high
215,0,0,0.9999986886978149,True,high
216,3,3,1.0,True,high
217,6,6,0.9979530572891235,True,high
218,5,5,1.0,True,high
219,5,5,0.9999991655349731,True,high
220,7,7,0.9999682903289795,True,high
221,2,2,0.9965332746505737,True,high
222,2,2,0.9999929666519165,True,high
223,7,7,0.9999991655349731,True,high
224,1,1,0.9999585151672363,True,high
225,2,2,0.9999687671661377,True,high
226,8,8,0.999962568283081,True,high
227,4,4,0.999991774559021,True,high
228,1,1,0.9999988079071045,True,high
229,7,7,0.9999512434005737,True,high
230,3,3,0.9999465942382812,True,high
231,3,3,0.9999891519546509,True,high
232,8,8,0.9993782043457031,True,high
233,8,8,0.9996045231819153,True,high
234,7,7,0.9995860457420349,True,high
235,9,9,0.9990473389625549,True,high
236,2,2,1.0,True,high
237,2,2,0.9999997615814209,True,high
238,4,4,1.0,True,high
239,1,1,0.9999996423721313,True,high
240,5,5,0.9999996423721313,True,high
241,9,9,0.9862532019615173,True,high
242,8,8,0.9974104762077332,True,high
243,7,7,0.9998360872268677,True,high
244,2,2,0.9872512817382812,True,high
245,3,3,0.9993865489959717,True,high
246,0,0,0.9999998807907104,True,high
247,4,4,0.4295576512813568,True,low
248,4,4,0.9999829530715942,True,high
249,2,2,0.9999750852584839,True,high
250,4,4,0.9999750852584839,True,high
251,1,1,0.9998202919960022,True,high
252,9,9,0.9999946355819702,True,high
253,5,5,0.9999998807907104,True,high
254,7,7,0.9999980926513672,True,high
255,7,7,0.9989558458328247,True,high
256,2,2,0.9997026324272156,True,high
257,8,8,0.9989325404167175,True,high
258,2,2,1.0,True,high
259,6,6,0.7378025054931641,True,medium
260,8,8,0.9999996423721313,True,high
261,5,5,0.9999990463256836,True,high
262,7,7,0.999998927116394,True,high
263,7,7,0.9999914169311523,True,high
264,9,9,0.9988413453102112,True,high
265,1,1,1.0,True,high
266,8,0,0.6751360297203064,False,low
267,1,1,1.0,True,high
268,8,8,0.9983567595481873,True,high
269,0,0,0.9999980926513672,True,high
270,3,3,0.9999849796295166,True,high
271,0,0,0.999998927116394,True,high
272,1,1,0.9999997615814209,True,high
273,9,9,0.9999921321868896,True,high
274,9,9,0.9999427795410156,True,high
275,4,4,0.9999995231628418,True,high
276,1,1,1.0,True,high
277,8,8,0.9999980926513672,True,high
278,2,2,0.999998927116394,True,high
279,1,1,0.9999997615814209,True,high
280,2,2,0.9999985694885254,True,high
281,9,9,0.9999924898147583,True,high
282,7,7,0.9810712933540344,True,high
283,5,5,0.9999996423721313,True,high
284,9,9,0.9998829364776611,True,high
285,2,2,1.0,True,high
286,6,6,0.9999562501907349,True,high
287,4,4,0.9999411106109619,True,high
288,1,1,0.9999964237213135,True,high
289,5,5,0.999836802482605,True,high
290,8,8,0.9928128123283386,True,high
291,2,2,0.9999767541885376,True,high
292,9,9,0.9981704950332642,True,high
293,2,2,1.0,True,high
294,0,0,1.0,True,high
295,4,4,0.9999996423721313,True,high
296,0,0,1.0,True,high
297,0,0,0.9999126195907593,True,high
298,2,2,0.9999991655349731,True,high
299,8,8,0.9999933242797852,True,high
300,4,4,0.9998019337654114,True,high
301,7,7,0.9991657733917236,True,high
302,1,1,0.9999998807907104,True,high
303,2,2,0.9999382495880127,True,high
304,4,4,0.9999996423721313,True,high
305,0,0,0.9999736547470093,True,high
306,2,2,0.999997615814209,True,high
307,7,7,0.9997648596763611,True,high
308,4,4,0.9999961853027344,True,high
309,3,3,1.0,True,high
310,3,3,0.9999996423721313,True,high
311,0,0,0.9999998807907104,True,high
312,0,0,0.9999997615814209,True,high
313,3,3,0.9999440908432007,True,high
314,1,1,1.0,True,high
315,9,9,0.9999990463256836,True,high
316,6,6,0.9999872446060181,True,high
317,5,5,0.9999418258666992,True,high
318,2,2,0.9989222288131714,True,high
319,5,5,1.0,True,high
320,9,9,0.8186644911766052,True,medium
321,2,7,0.575708270072937,False,low
322,9,9,0.9999268054962158,True,high
323,3,3,1.0,True,high
324,0,0,0.9974191188812256,True,high
325,4,4,0.9999725818634033,True,high
326,2,2,0.9849227666854858,True,high
327,0,0,1.0,True,high
328,7,7,0.9999338388442993,True,high
329,1,1,0.9999998807907104,True,high
330,1,1,0.9999998807907104,True,high
331,2,2,1.0,True,high
332,1,1,0.9999998807907104,True,high
333,5,5,0.9998241066932678,True,high
334,3,3,1.0,True,high
335,3,3,0.999995231628418,True,high
336,9,9,0.9970248341560364,True,high
337,7,7,0.9998241066932678,True,high
338,8,8,0.9993973970413208,True,high
339,6,6,0.9995895028114319,True,high
340,5,5,0.489623099565506,True,low
341,6,6,0.9997561573982239,True,high
342,1,1,0.9999998807907104,True,high
343,3,3,0.999931812286377,True,high
344,8,8,0.999992847442627,True,high
345,1,1,1.0,True,high
346,0,0,0.999998927116394,True,high
347,5,5,0.999913215637207,True,high
348,1,1,0.9999996423721313,True,high
349,3,3,0.9987627267837524,True,high
350,1,1,0.9999862909317017,True,high
351,5,5,1.0,True,high
352,5,5,0.9999818801879883,True,high
353,6,6,0.9999685287475586,True,high
354,1,1,0.999992847442627,True,high
355,8,8,0.9960379600524902,True,high
356,5,5,1.0,True,high
357,1,1,0.9999675750732422,True,high
358,7,7,0.8462639451026917,True,medium
359,9,9,0.9899498224258423,True,high
360,4,4,0.9999996423721313,True,high
361,6,6,1.0,True,high
362,2,2,0.9993159770965576,True,high
363,2,2,0.9999681711196899,True,high
364,5,5,1.0,True,high
365,0,0,0.9999983310699463,True,high
366,6,6,0.9996989965438843,True,high
367,5,5,0.9999998807907104,True,high
368,6,6,0.9996134638786316,True,high
369,3,3,0.9999877214431763,True,high
370,7,7,0.9999969005584717,True,high
371,2,2,1.0,True,high
372,0,0,0.9999614953994751,True,high
373,8,8,0.9999992847442627,True,high
374,8,8,0.9999994039535522,True,high
375,5,5,1.0,True,high
376,4,4,0.9999784231185913,True,high
377,1,1,0.9999996423721313,True,high
378,1,1,0.9999997615814209,True,high
379,4,4,1.0,True,high
380,0,0,0.9999932050704956,True,high
381,3,3,0.9874622225761414,True,high
382,3,3,0.9999998807907104,True,high
383,7,7,0.999984860420227,True,high
384,6,6,1.0,True,high
385,1,1,0.9999997615814209,True,high
386,6,6,0.9996381998062134,True,high
387,2,2,0.9999951124191284,True,high
388,1,1,0.9999985694885254,True,high
389,9,9,0.9996777772903442,True,high
390,2,2,0.9999996423721313,True,high
391,8,8,0.9998929500579834,True,high
392,6,6,1.0,True,high
393,1,1,0.9999994039535522,True,high
394,9,9,0.9988735318183899,True,high
395,5,5,0.9999998807907104,True,high
396,2,2,0.9999998807907104,True,high
397,5,5,0.9999896287918091,True,high
398,4,4,1.0,True,high
399,4,4,0.999998927116394,True,high
400,2,2,0.9997970461845398,True,high
401,8,8,0.9999935626983643,True,high
402,3,3,1.0,True,high
403,8,8,0.9983845949172974,True,high
404,2,2,0.9933465719223022,True,high
405,4,4,0.9999997615814209,True,high
406,5,5,0.9967973828315735,True,high
407,0,0,1.0,True,high
408,3,3,0.9999912977218628,True,high
409,1,1,0.9999969005584717,True,high
410,7,7,0.9999998807907104,True,high
411,7,7,0.9988532066345215,True,high
412,5,5,0.9762784242630005,True,high
413,7,7,0.9999996423721313,True,high
414,9,9,0.9999758005142212,True,high
415,7,7,0.9998218417167664,True,high
416,1,1,0.9999998807907104,True,high
417,9,9,0.9981385469436646,True,high
418,2,2,0.999996542930603,True,high
419,1,1,0.9999996423721313,True,high
420,4,4,0.9947861433029175,True,high
421,2,2,0.9991481304168701,True,high
422,9,9,0.99994957447052,True,high
423,2,2,0.9999997615814209,True,high
424,0,0,0.9999998807907104,True,high
425,4,4,0.9997251629829407,True,high
426,9,9,0.999992847442627,True,high
427,1,1,0.9999984502792358,True,high
428,4,4,0.9999164342880249,True,high
429,8,8,1.0,True,high
430,1,1,0.9999998807907104,True,high
431,8,8,0.9997866749763489,True,high
432,4,4,0.9999098777770996,True,high
433,5,5,0.9999831914901733,True,high
434,9,9,0.9999935626983643,True,high
435,8,8,0.9688940048217773,True,high
436,8,8,0.9999141693115234,True,high
437,3,3,0.9999974966049194,True,high
438,7,7,0.9999934434890747,True,high
439,6,6,0.99977046251297,True,high
440,0,0,1.0,True,high
441,0,0,1.0,True,high
442,3,3,0.9999990463256836,True,high
443,0,0,0.9999361038208008,True,high
444,2,2,0.9979546070098877,True,high
445,6,6,0.827725350856781,True,medium
446,6,6,0.999945878982544,True,high
447,4,4,0.9915146827697754,True,high
448,9,9,0.8636040091514587,True,medium
449,3,3,0.5384440422058105,True,low
450,3,3,0.9273198843002319,True,high
451,3,3,0.9999994039535522,True,high
452,2,2,0.9997568726539612,True,high
453,3,3,1.0,True,high
454,9,9,0.9999698400497437,True,high
455,1,1,0.9999994039535522,True,high
456,2,2,0.9990054965019226,True,high
457,6,6,0.9965141415596008,True,high
458,8,8,1.0,True,high
459,0,0,0.9999834299087524,True,high
460,5,5,0.9976629018783569,True,high
461,6,6,1.0,True,high
462,6,6,0.9994844198226929,True,high
463,6,6,1.0,True,high
464,3,3,0.9996992349624634,True,high
465,8,8,0.999927282333374,True,high
466,8,8,0.9999935626983643,True,high
467,2,2,0.9999737739562988,True,high
468,7,7,0.9989998936653137,True,high
469,5,5,0.9999866485595703,True,high
470,8,8,0.9999977350234985,True,high
471,9,9,0.9997511506080627,True,high
472,6,6,0.9999996423721313,True,high
473,1,1,0.9999743700027466,True,high
474,8,8,0.999998927116394,True,high
475,4,4,0.9999755620956421,True,high
476,1,1,1.0,True,high
477,2,2,0.9999998807907104,True,high
478,5,5,0.9999072551727295,True,high
479,9,9,0.9862746596336365,True,high
480,1,1,0.9999983310699463,True,high
481,9,9,0.9999988079071045,True,high
482,7,7,0.9999996423721313,True,high
483,5,5,0.9999765157699585,True,high
484,4,4,1.0,True,high
485,0,0,0.999981164932251,True,high
486,8,8,0.9999963045120239,True,high
487,9,9,0.9999895095825195,True,high
488,9,9,0.9990600943565369,True,high
489,1,1,0.9999996423721313,True,high
490,0,0,0.9994489550590515,True,high
491,5,5,0.9999103546142578,True,high
492,2,2,0.9984458088874817,True,high
493,3,3,1.0,True,high
494,7,7,1.0,True,high
495,8,0,0.9122365713119507,False,high
496,9,9,0.9999983310699463,True,high
497,4,4,0.9854245781898499,True,high
498,0,0,0.999925971031189,True,high
499,6,6,0.9999752044677734,True,high
500,3,3,1.0,True,high
501,9,9,1.0,True,high
502,5,5,0.9999638795852661,True,high
503,2,2,1.0,True,high
504,1,1,0.9999969005584717,True,high
505,3,3,0.9999997615814209,True,high
506,1,1,0.9999961853027344,True,high
507,3,3,0.9999591112136841,True,high
508,6,6,0.998272180557251,True,high
509,5,5,0.9999971389770508,True,high
510,7,7,0.9999068975448608,True,high
511,4,4,0.9827039837837219,True,high
512,2,2,0.9999997615814209,True,high
513,2,2,1.0,True,high
514,6,6,0.9999986886978149,True,high
515,3,3,0.9999959468841553,True,high
516,2,2,1.0,True,high
517,6,6,0.9999998807907104,True,high
518,5,5,0.9999998807907104,True,high
519,4,4,0.9999724626541138,True,high
520,8,8,0.9991132616996765,True,high
521,9,9,0.9997581839561462,True,high
522,7,7,0.9996893405914307,True,high
523,1,1,0.9998514652252197,True,high
524,3,3,0.999972939491272,True,high
525,0,0,1.0,True,high
526,3,3,0.9999599456787109,True,high
527,8,8,0.9984375834465027,True,high
528,3,3,0.9998884201049805,True,high
529,1,1,1.0,True,high
530,9,9,0.9987307190895081,True,high
531,3,3,0.9999980926513672,True,high
532,4,4,0.9997183680534363,True,high
533,4,4,1.0,True,high
534,6,6,0.9999990463256836,True,high
535,4,4,1.0,True,high
536,2,2,0.9999985694885254,True,high
537,1,1,0.9999998807907104,True,high
538,8,8,0.9999808073043823,True,high
539,2,2,0.999998927116394,True,high
540,5,5,0.9999997615814209,True,high
541,4,4,0.9999979734420776,True,high
542,8,8,0.9879882335662842,True,high
543,8,8,0.9895933866500854,True,high
544,4,4,0.9999996423721313,True,high
545,0,0,0.9999881982803345,True,high
546,0,0,1.0,True,high
547,2,2,0.99997878074646,True,high
548,3,3,0.9999974966049194,True,high
549,2,2,0.9999995231628418,True,high
550,7,7,0.9992160797119141,True,high
551,7,7,0.9614953994750977,True,high
552,0,0,0.9947939515113831,True,high
553,8,8,0.9998168349266052,True,high
554,7,7,0.9999985694885254,True,high
555,4,4,0.9999988079071045,True,high
556,4,4,0.9999997615814209,True,high
557,7,7,0.9955533146858215,True,high
558,9,9,0.9999668598175049,True,high
559,6,6,0.9999983310699463,True,high
560,9,9,0.9999645948410034,True,high
561,0,0,0.99994957447052,True,high
562,9,9,0.9999842643737793,True,high
563,8,8,0.9994913339614868,True,high
564,0,0,0.9999983310699463,True,high
565,4,4,0.9999840259552002,True,high
566,6,6,0.9999934434890747,True,high
567,0,0,0.9999939203262329,True,high
568,6,6,0.9999998807907104,True,high
569,3,3,0.9999892711639404,True,high
570,5,5,0.9999992847442627,True,high
571,4,4,0.9969124794006348,True,high
572,8,8,0.9994803071022034,True,high
573,3,3,0.9999998807907104,True,high
574,3,3,0.9999992847442627,True,high
575,9,9,0.9998602867126465,True,high
576,3,3,0.9999997615814209,True,high
577,3,3,1.0,True,high
578,3,3,0.9991368651390076,True,high
579,7,7,0.9999998807907104,True,high
580,8,8,0.9999659061431885,True,high
581,0,0,0.9999984502792358,True,high
582,8,2,0.9668952226638794,False,high
583,2,2,0.7707424163818359,True,medium
584,1,1,0.9999985694885254,True,high
585,7,7,1.0,True,high
586,0,0,0.9999957084655762,True,high
587,6,6,0.9999997615814209,True,high
588,5,5,0.9999957084655762,True,high
589,4,4,0.9999997615814209,True,high
590,3,3,1.0,True,high
591,8,8,0.9158746600151062,True,high
592,0,0,1.0,True,high
593,9,9,0.9543840289115906,True,high
594,6,6,0.9999986886978149,True,high
595,3,3,0.9999977350234985,True,high
596,8,8,0.9999816417694092,True,high
597,0,0,0.9990467429161072,True,high
598,9,9,0.9999698400497437,True,high
599,9,9,0.9999982118606567,True,high
600,6,6,1.0,True,high
601,8,8,0.9996196031570435,True,high
602,6,6,1.0,True,high
603,8,8,0.9988887906074524,True,high
604,5,5,1.0,True,high
605,7,7,0.9997829794883728,True,high
606,8,8,0.9999871253967285,True,high
607,6,6,1.0,True,high
608,0,0,0.9999984502792358,True,high
609,2,2,0.9999954700469971,True,high
610,4,4,0.9999444484710693,True,high
611,0,0,0.9999994039535522,True,high
612,2,2,1.0,True,high
613,2,2,0.9983843564987183,True,high
614,3,3,0.9999980926513672,True,high
615,1,1,0.9999655485153198,True,high
616,9,9,0.9999980926513672,True,high
617,7,7,0.9999812841415405,True,high
618,5,5,0.9999585151672363,True,high
619,1,1,0.9327149391174316,True,high
620,0,0,0.9999998807907104,True,high
621,8,8,0.9999983310699463,True,high
622,4,4,0.9999998807907104,True,high
623,6,6,1.0,True,high
624,2,2,0.9996620416641235,True,high
625,6,6,0.9927014112472534,True,high
626,7,7,1.0,True,high
627,9,9,0.9996912479400635,True,high
628,3,3,0.9999934434890747,True,high
629,2,2,0.9997778534889221,True,high
630,9,9,0.999977707862854,True,high
631,8,8,0.9999964237213135,True,high
632,2,2,0.9999992847442627,True,high
633,2,2,1.0,True,high
634,9,9,0.9999994039535522,True,high
635,2,2,0.9995784163475037,True,high
636,7,7,0.9999998807907104,True,high
637,3,3,0.9984461665153503,True,high
638,5,5,0.999998927116394,True,high
639,9,9,0.9997243285179138,True,high
640,1,1,0.9999983310699463,True,high
641,8,8,0.9999953508377075,True,high
642,0,0,0.9999831914901733,True,high
643,2,2,0.9999990463256836,True,high
644,0,0,1.0,True,high
645,5,5,0.9994902610778809,True,high
646,2,2,0.9856868386268616,True,high
647,1,1,0.9999998807907104,True,high
648,3,3,1.0,True,high
649,7,7,0.9999159574508667,True,high
650,6,6,0.9999765157699585,True,high
651,7,7,0.9999994039535522,True,high
652,1,1,1.0,True,high
653,2,2,0.9999994039535522,True,high
654,5,5,0.9999743700027466,True,high
655,8,8,0.9954872727394104,True,high
656,0,0,1.0,True,high
657,3,3,1.0,True,high
658,7,7,0.9999765157699585,True,high
659,2,2,0.6936415433883667,True,low
660,4,4,1.0,True,high
661,0,0,0.9999904632568359,True,high
662,9,9,0.9999994039535522,True,high
663,1,1,1.0,True,high
664,8,8,0.9999983310699463,True,high
665,6,6,1.0,True,high
666,7,7,0.9999877214431763,True,high
667,7,7,0.9861538410186768,True,high
668,4,4,0.9999998807907104,True,high
669,3,3,0.9999988079071045,True,high
670,4,4,0.9999375343322754,True,high
671,9,9,0.9999583959579468,True,high
672,1,1,1.0,True,high
673,9,9,0.999901294708252,True,high
674,5,5,0.7535557746887207,True,medium
675,1,1,0.9999997615814209,True,high
676,7,7,0.9999939203262329,True,high
677,3,3,0.999998927116394,True,high
678,9,9,0.9999781847000122,True,high
679,7,7,0.999788224697113,True,high
680,6,6,1.0,True,high
681,9,9,0.9999982118606567,True,high
682,1,1,0.9999997615814209,True,high
683,3,3,0.9997714161872864,True,high
684,7,3,0.7959058284759521,False,medium
685,8,8,0.9977139234542847,True,high
686,3,3,0.9999998807907104,True,high
687,3,3,1.0,True,high
688,6,6,0.9999364614486694,True,high
689,7,7,0.9994018077850342,True,high
690,2,2,0.9999957084655762,True,high
691,8,8,0.9986507296562195,True,high
692,5,5,0.9999779462814331,True,high
693,8,8,0.9998997449874878,True,high
694,5,5,0.9999966621398926,True,high
695,1,1,0.9999996423721313,True,high
696,1,1,0.9999790191650391,True,high
697,4,4,0.9999998807907104,True,high
698,4,4,0.9998168349266052,True,high
699,3,3,0.9994572997093201,True,high
700,1,1,0.999985933303833,True,high
701,0,0,0.9999990463256836,True,high
702,7,7,0.9999631643295288,True,high
703,7,7,0.9998229146003723,True,high
704,0,0,0.9999982118606567,True,high
705,7,7,0.9999992847442627,True,high
706,9,9,0.9999984502792358,True,high
707,4,4,0.9942840933799744,True,high
708,4,4,0.9999902248382568,True,high
709,8,8,0.9999996423721313,True,high
710,5,5,0.9999997615814209,True,high
711,5,5,1.0,True,high
712,4,4,0.9999659061431885,True,high
713,0,0,0.9999936819076538,True,high
714,8,8,0.9999983310699463,True,high
715,2,2,0.9999643564224243,True,high
716,1,1,0.9963216781616211,True,high
717,0,0,0.8971196413040161,True,medium
718,8,8,0.9999960660934448,True,high
719,4,4,1.0,True,high
720,5,5,0.9588372111320496,True,high
721,0,0,0.9999915361404419,True,high
722,4,4,0.9999998807907104,True,high
723,0,0,0.9990437626838684,True,high
724,6,6,1.0,True,high
725,1,1,0.9999994039535522,True,high
726,7,7,0.7959153056144714,True,medium
727,3,3,0.9999998807907104,True,high
728,2,2,0.999984622001648,True,high
729,6,6,0.9999982118606567,True,high
730,7,7,0.9999936819076538,True,high
731,2,2,0.9999960660934448,True,high
732,6,6,1.0,True,high
733,9,9,0.9999958276748657,True,high
734,3,3,0.9999994039535522,True,high
735,1,1,0.9999997615814209,True,high
736,4,4,0.9999748468399048,True,high
737,6,6,0.9999622106552124,True,high
738,2,2,0.9998530149459839,True,high
739,5,5,0.9999783039093018,True,high
740,4,9,0.5408695936203003,False,low
741,2,2,0.9998705387115479,True,high
742,0,0,1.0,True,high
743,6,6,0.9999994039535522,True,high
744,2,2,0.9999951124191284,True,high
745,1,1,0.9999990463256836,True,high
746,7,7,0.9999463558197021,True,high
747,3,3,1.0,True,high
748,4,4,0.9999778270721436,True,high
749,1,1,0.9999982118606567,True,high
750,0,0,1.0,True,high
751,5,5,1.0,True,high
752,4,4,1.0,True,high
753,3,3,0.9999997615814209,True,high
754,1,1,0.9999998807907104,True,high
755,1,1,0.9999964237213135,True,high
756,7,7,0.9999896287918091,True,high
757,4,4,1.0,True,high
758,9,9,0.9999973773956299,True,high
759,9,9,0.9999797344207764,True,high
760,4,4,0.9903614521026611,True,high
761,8,8,0.9785498976707458,True,high
762,4,4,0.9999921321868896,True,high
763,0,0,0.999997615814209,True,high
764,2,2,0.9999879598617554,True,high
765,4,4,0.9999996423721313,True,high
766,5,5,1.0,True,high
767,1,1,0.9999982118606567,True,high
768,1,1,0.9999998807907104,True,high
769,6,6,0.9999895095825195,True,high
